tripID,deviceID,timeStamp,accData,gps_speed,battery,cTemp,dtc,eLoad,iat,imap,kpl,maf,rpm,speed,tAdv,tPos
1,1.0,2018-01-24 19:48:01,0580fc300340fcd8ce00dbcc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,39.6328,13.505999999999998,26.0,0.0,42.3529,24.0,38.0,0.0,0.0,1223.25,3.0,0.5,15.6863
1,1.0,2018-01-24 19:48:02,0520fc4003b8fed8d506d9cc04dfca02dccbfdd4cffddacb00d7cefcd7ccfddbcb01d9cc04e1cc03dbd5ffd8c8ffd5d2fcdccbffdbc709e3e1fbd8c105dac8fcdac902d9cb03dbcc04d8c9fcdacdfdd6cd,38.3364,13.505999999999998,27.0,0.0,34.5098,24.0,36.0,0.0,0.0,1180.0,2.0,2.5,15.6863
1,1.0,2018-01-24 19:48:03,0568fc1802d802d8d103d4d203dbcafcddc8fdd9cdfddbc6fee6c5ffe4c8fde1c4fed3cd04d1ce05d3d303d9cfffd8d0ffdacf03dcce07dbccf4d5e105cbb3f5e2cd01d4d106d8c701decd18edaffbdfda,52.0412,13.642999999999999,27.0,0.0,34.902,24.0,45.0,0.0,0.0,1155.75,0.0,23.0,17.2549
1,1.0,2018-01-24 19:48:04,04e8fbf803b005d8c504d5c9ffd7cbfddad205d2ce02d5d1ffd7cb03dace04dbcd02d8c801d4cf02d6cb00d8cb07d9d1ffd6cefad9d001d7c903d7cf07d9cd03d6d002dace01d6cb01dbcef6d8e003e1d2,51.4856,13.652000000000001,27.0,0.0,27.8431,24.0,29.0,0.0,0.0,1820.75,0.0,23.0,15.6863
1,1.0,2018-01-24 19:48:05,04a0fc10027003d6cc02d6d000d8cd08d9c904d6cb01d5cf03dbcc02d8cd03d4d2fedbcb00dcce05e4c80de0d101d4d3fad0d104d8d702dccc02dacb04dacc06d6c205ced100ddce01ddcd01dbc904dbcb,55.0044,13.652000000000001,27.0,0.0,42.7451,24.0,29.0,0.0,0.0,1258.25,0.0,39.0,16.0784
1,1.0,2018-01-24 19:48:06,04f0fbf801f804ddca04d2d203dbcb04d8ce04d9cc01d8cbffd6d101ddccffdbcd02e2ce02e1cd00dccf01d7cbfed9c906dacc07e1ca08d7c6fedeccffd9cb03dacd01dbca04d8c804dcc308cfdafeded6,60.5604,13.687000000000001,27.0,0.0,47.8431,24.0,54.0,0.0,0.0,1269.0,2.0,-4.5,17.2549
1,1.0,2018-01-24 19:48:07,0540fb98042800d7cd01d9cc04dccc06dbcc02d6cf00dcca00dbcd03d7cb03dbca08d6c805ddcd03dbcc03dacb05dfcf06d9cb01d7d001d9cb00d7ca01d8cb03dacb02dacb01d9cb02ddce01d6cd04e1cb,65.5608,13.485999999999999,27.0,0.0,43.1373,24.0,51.0,0.0,0.0,1122.0,2.0,0.5,17.2549
1,1.0,2018-01-24 19:48:08,0548fb08056002dac903dfcc01d7ca05dbd102d8ce03dcce04dacd05d9cb00dacc01d8cd02d9cb02d8cb02d4cd00d5d0ffd5cf02d8cf02d5ce01d8d003d7cd00d7ccfed4d402d5d002d8ce07ddcb07d0cd,72.7836,13.687000000000001,28.0,0.0,47.8431,24.0,48.0,0.0,0.0,1352.75,0.0,2.0,16.8627
1,1.0,2018-01-24 19:48:09,0538fb580488fcdac900d3d304d4d203d9ccfcd8d002d5d202d8cf02d8ca01d5cbffd4cf02d6cd04dbce01d8cffed9ca01d7cf02d9cc03d7cdffd7cf05d8cd03d9ca00d8cf04d9c9fed6d203dacc01ddcd,80.0064,13.710999999999999,28.0,0.0,53.3333,24.0,50.0,0.0,0.0,1615.5,0.0,22.5,16.4706
1,1.0,2018-01-24 19:48:10,0500fb90040806d5cb07d7cd03decb03dece04dfca04dfcb05e1c801dbcb02decdfed6cf04d6cd01dfce03d7cd06d8c900dbc807d9cf06ddcbffddcd02d5cf03ddcd02dbcb03d6cbfedbce02d8cd03d9cd,83.1548,13.677,28.0,0.0,35.2941,24.0,40.0,0.0,0.0,1615.5,1.0,10.5,15.6863
