tripID,deviceID,timeStamp,accData,gps_speed,battery,cTemp,dtc,eLoad,iat,imap,kpl,maf,rpm,speed,tAdv,tPos
1,4.0,2018-01-25 18:21:40,01b8fd08034002dc3b02de3a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,14.22,89.0,0.0,20.3922,45.0,3.0,0.0,0.0,854.0,0.0,6.0,11.7647
1,4.0,2018-01-25 18:21:41,0190fd28031004e13703e03603dd3904e23503dd3c03dd3a04dc3b03e03504e03504e23603e03704dd3a03df3804dc3c04df3903df3703e13604de3b04dd3a03de3903dd3a03e23404df3904e13604df39,0.0,14.22,89.0,0.0,20.3922,45.0,3.0,0.0,0.0,824.0,0.0,7.0,11.7647
1,4.0,2018-01-25 18:21:42,01f0fd10038003da3a03de3803dc3a04de3703dc3c04dd3905dd3b04e03704df3703e23605df3703db3a02de3a05dc3a05e13703dc3b02dd3904db3a04e03503e03503e23605e13505dd3a02de3905db3b,0.0,14.16,90.0,0.0,20.3922,45.0,3.0,0.0,0.0,805.5,0.0,7.0,11.7647
1,4.0,2018-01-25 18:21:43,01e8fd10039003de3803da3a03de3b04dc3b05e13703de3903e13805de3a04dd3d04de3a04dc3a03e33704de3804df3605dd3903e33603de3a04e13704dc3b02df3905df3803e03604e13404dd3a04df37,0.0,14.18,90.0,0.0,20.3922,45.0,3.0,0.0,0.0,800.0,0.0,7.0,11.7647
1,4.0,2018-01-25 18:21:44,01c0fcf0036004dc3b04df3604dc3a04de3902da3903e03604df3504e23604df3704dc3c02dd3b04dc3a04e33603de3902df3903de3905e33604dd3a05e03504db3a03df3704df3704e23703e03404dd3b,0.0,14.32,90.0,0.0,20.0,45.0,3.0,0.0,0.0,804.5,0.0,7.0,11.3725
1,4.0,2018-01-25 18:21:45,01f8fcf0039804de3b04e23a04df3603dd3b01dd3903dc3b05e23504df3704e13604dd3b02dd3905e03604df3603e23602dc3b05df3504e13704e13504dc3b04df3802da3a05e03605df3604e13604e036,0.0,14.28,90.0,0.0,20.0,45.0,3.0,0.0,0.0,805.5,0.0,7.5,11.7647
1,4.0,2018-01-25 18:21:46,01c0fcd8034804e03604da3a03e23605de3904dd3d02de3704dc3a05e33504de3804e03604db3903de3804de3804e33701d83a04df3705df3604e13604e03504dd3b02de3a03da3b04e23704df3704e135,0.0,14.22,90.0,0.0,19.6078,45.0,3.0,0.0,0.0,801.5,0.0,7.0,11.7647
1,4.0,2018-01-25 18:21:47,01e0fce803b805dc3904de3a04de3703e03603dc3a03dc3a05df3603df3702e03604dd3b04df3a02da3904e03603e03604de3b03db3a04e23704df3803e13704de3903dd3b03de3904de3903e33703df37,0.0,14.2,90.0,0.0,19.6078,45.0,3.0,0.0,0.0,799.5,0.0,7.0,11.3725
1,4.0,2018-01-25 18:21:48,01f8fd30037804dc3a02dd3904e23504dd3a04df3603d93903e13804e03604e13504df3703db3b02dd3b04db3a04e23603dc3b02dd3a05dd3a03e43603dd3a04e03704dc3b03de3a04e03603e03703e036,0.0,14.26,90.0,0.0,20.3922,45.0,3.0,0.0,0.0,796.5,0.0,7.0,11.3725
1,4.0,2018-01-25 18:21:49,01c8fd18036803de3704dd3a04e23704df3504dc3c03de3a04dc3b04e23603de3b04e03603db3a02de3a03de3704e23803da3a03df3704e03605e13703e03603db3b03dd3905dc3b05e43704de3704e137,0.0,14.2,90.0,0.0,22.3529,45.0,3.0,0.0,0.0,796.5,0.0,9.0,11.3725
1,4.0,2018-01-25 18:21:50,01d8fd38035004e03704df3604dd3a04e13702db3902de3904e03705e33604e03404dc3d02de3904db3905e33605de3704e03705df3704e33604dd3a04e03803da3a03df3705e03504e23602df3804dc3c,0.0,14.22,90.0,0.0,22.3529,45.0,3.0,0.0,0.0,790.5,0.0,7.0,11.3725
1,4.0,2018-01-25 18:21:51,01f0fd20036004db3b03e23703e23702de3a03de3804e03604e33605dc3b04e03803d93a04e13605e03504e23503de3804dd3b03de3904df3705e03802df3904dd3904de3b02e23603dd3a04df3703da3b,0.0,14.2,90.0,0.0,20.7843,45.0,3.0,0.0,0.0,798.0,0.0,7.5,11.3725
1,4.0,2018-01-25 18:21:52,01a0fcf8036804df3703e13703e23704df3504e13704e03704e23704dd3901de3a03dd3a04df3605e33602df3805e03503da3a04de3804df3503de3b01da3a02df3605e03404e23602de3a03db3d02de3a,0.0,14.2,90.0,0.0,20.3922,45.0,3.0,0.0,0.0,800.5,0.0,7.5,11.7647
1,4.0,2018-01-25 18:21:53,01e8fd20036803e33704df3605de3904e03704dc3a02de3a04dd3804df3703db3b04e03604df3504e23705e03706dc3a04de3805dc3c06e33705df3604e13803dd3904e43705de3904e03604db3902df3b,0.0,14.22,90.0,0.0,20.3922,45.0,3.0,0.0,0.0,801.0,0.0,8.5,11.7647
1,4.0,2018-01-25 18:21:54,01c8fd08032803e03703e03603e13604dc3903de3903d93b04e23504dd3b03de3a04dc3b04e43603df3703e13603dc3b02de3904df3704e03704e23603dc3903df3903db3b03e03405dd3a04de3804db3b,0.0,14.26,89.0,0.0,20.7843,45.0,3.0,0.0,0.0,805.0,0.0,8.5,11.7647
